점착제,작업자,분류,설명,이론 고형분(%),측정 고형분(%),수율(%),전환율(%),응집량(%),pH,Tg,점도(cP),초기 유화제 농도,입도(nm),Scale,모노머,용제,개시제,유화제 및 첨가제,반응시간,온도
S250714B,이민지,딥드로잉용,[919기반] 2-HEMA 2% + BA 단독,0.46,0.43,0.66,0.93,0.07,8-9,,50.0,0.00414,,330.81,BA 75.95 / CHMA 20 / AA 1.3 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83.0
S250623H,노항우,약점용,[919기반] CHMA 배제,0.46,0.44,0.65,0.95,0.03,8-9,,50.0,0.00414,,329.98,BA 48.98 / 2-EHA 48.98 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83.0
S250623G,노항우,약점용,[919기반] CHMA > MA,0.47,0.44,0.61,0.95,0.02,8-9,,50.0,0.00414,,329.69,BA 38.98 / 2-EHA 38.98 / MA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.16wt%,4.75시간,83.0
S250623F,노항우,약점용,[919기반] CHMA > EMA,0.46,0.43,0.66,0.91,0.04,8-9,,50.0,0.00414,,329.97,BA 38.98 / 2-EHA 38.98 / EMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83.0
S250704H,노항우,국책과제용,[911기반] EA 적용,0.48,0.45,0.47,0.93,0.1,8-9,,,0.0025,,315.72,BA 89.7 / EA 9 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.18wt%,4.75시간,83.0
S250704G,노항우,국책과제용,[911기반] MEDOL-10 적용,0.48,0.44,0.63,0.92,0.02,8-9,,,0.0025,,315.76,BA 89.7 / MEDOL-10 9 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.18wt%,4.75시간,83.0
S250702H,노항우,약점용,[919기반] BA 단독 + EMA 40% + AA 5%,0.44,0.43,0.67,0.95,0.01,,,10000.0,0.00414,,,BA 54.25 / EMA 40 / AA 5 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 1.05wt%,4.75시간,83.0
S250702G,노항우,약점용,[919기반] BA 단독 + MMA 40% + AA 5%,0.45,0.43,0.73,0.96,0.0073,,,10000.0,0.00414,,,BA 54.25 / MMA 40 / AA 5 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 1.03wt%,4.75시간,83.0
S250702F,노항우,약점용,[919기반] BA 단독 + MMA 20% + AA 5%,0.45,0.43,0.75,0.97,0.01,,,10000.0,0.00414,,,BA 74.25 / MMA 20 / AA 5 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 1.03wt%,4.75시간,83.0
S250710H,노항우,약점용,[919기반] BA 단독 + MMA 60% + AA 5% + 고형분 30%,0.29,0.29,0.91,0.99,0.0018,7-8,,25.0,0.00367,,516.89,BA 34.25 / MMA 60 / AA 5 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.60wt%,4.75시간,83.0
S250710G,노항우,약점용,[919기반] BA 단독 + MMA 40% + AA 5% + 고형분 30%,0.29,0.3,0.91,1.02,0.0017,7-8,,25.0,0.00367,,517.11,BA 54.25 / MMA 40 / AA 5 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.61wt%,4.75시간,83.0
S250717H,정주현,WPVC대체용,[913기반] HDDA 0.75% + 2-HEMA 2% + CHMA>IBOA,0.46,0.45,,0.97,0.05,8-9,,40.0,0.00414,,330.97,BA 75.95 / IBOA 20 / AA 1.3 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250717G,정주현,WPVC대체용,[913기반] HDDA 0.75% + 2-HEMA 2% + CHMA 10%,0.46,0.43,,0.93,0.01,8-9,,40.0,0.00414,,330.97,BA 85.95 / CHMA 10 / AA 1.3 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250717F,정주현,WPVC대체용,[913기반] HDDA 0.75% + 2-HEMA 2%,0.46,0.43,,0.93,0.02,8-9,,125.0,0.00414,,330.97,BA 75.95 / CHMA 20 / AA 1.3 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250717E,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA:2-EHA=3:7,0.46,0.42,,0.9,0.09,9,,20.0,0.00414,,330.97,BA 23.38 / 2-EHA 54.57 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250717B,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA:2-EHA=7:3 : NG(응집),0.47,,,,,,,,0.00414,,326.97,BA 54.57 / 2-EHA 23.38 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt%,4.75시간,83.0
S250717A,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA 단독 : NG(응집),0.47,,,,,,,,0.00414,,326.97,BA 77.95 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt%,4.75시간,83.0
S250723B,노항우,4223대체용,[913기반] AOMA 0.75,0.46,0.42,0.5,0.9,0.09,8-9,,50.0,0.00414,,329.64,BA 77.95 / CHMA 20 / AA 1.3 / AOMA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.16wt%,4.75시간,83.0
S250723A,노항우,4223대체용,[913기반] DPPA 0.75 : NG(응집),0.47,,,,,,,,0.00414,,326.97,BA 77.95 / CHMA 20 / AA 1.3 / DPPA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt%,4.75시간,83.0
S250721H,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA:2-EHA=7:3 : 재현,0.46,0.44,,0.95,0.07,8-9,,80.0,0.00414,,330.79,BA 54.57 / 2-EHA 23.38 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.23wt%,4.75시간,83.0
S250721G,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA 단독 : 재현,0.46,0.41,0.58,0.88,0.16,8-9,,40.0,0.00414,,330.57,BA 77.95 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.22wt%,4.75시간,83.0
S250724H,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA:2-EHA=8:2,0.46,0.45,,0.97,0.07,8-9,,80.0,0.00414,,330.49,BA 62.36 / 2-EHA 15.59 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt%,4.75시간,83.0
S250724G,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA:2-EHA=9:1,0.46,0.43,,0.92,0.11,8-9,,40.0,0.00414,,330.31,BA 70.15 / 2-EHA 7.80 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt%,4.75시간,83.0
S250724F,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA 단독 : 재현,0.46,0.44,0.73,0.95,0.03,8-9,,40.0,0.00414,,331.61,BA 77.95 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.28wt%,4.75시간,83.0
S250724B,노항우,약점용,[919기반] BA 단독 + MMA 40% + AA 3% + 고형분 30%,0.3,0.3,0.92,1.0,0.0011,7-8,,25.0,0.00367,,514.87,BA 56.25 / MMA 40 / AA 3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.47wt%,4.75시간,83.0
S250724A,노항우,약점용,[919기반] BA 단독 + MMA 40% + AA 1% + 고형분 30%,0.3,0.29,0.92,0.99,0.0021,9,,25.0,0.00367,,512.97,BA 58.25 / MMA 40 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.36wt%,4.75시간,83.0
S250729F,노항우,약점용,[919기반] BA 단독 + MMA 30% + AA 1% + 고형분 30%,0.3,0.31,0.91,1.03,0.0043,8-9,,25.0,0.00367,,511.15,BA 68.25 / MMA 30 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83.0
S250729G,노항우,약점용,[919기반] BA 단독 + MMA 35% + AA 1% + 고형분 30%,0.3,0.29,0.93,0.97,0.003,8-9,,25.0,0.00367,,511.1,BA 63.25 / MMA 35 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83.0
S250729H,노항우,4223대체용,[913기반] BA : NOAA = 1 : 1,0.46,0.44,0.63,0.96,0.03,8-9,,50.0,0.00414,,330.54,BA 39.35 / NOAA 39.35 / CHMA 20 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt%,4.75시간,83.0
S250811H,노항우,약점용,[919기반] BA 단독 + IBOA 40% + AA 1% + 2-HEMA 2% + 고형분 30%,0.3,0.28,0.91,0.93,0.0008,8-9,-20.35,25.0,0.00367,,511.04,BA 56.25 / IBOA 40 / AA 1 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250811G,노항우,약점용,[919기반] BA 단독 + CHMA 40% + AA 1% + 2-HEMA 2% + 고형분 30%,0.3,0.3,0.92,0.99,0.002,8-9,-13.79,25.0,0.00367,,511.13,BA 56.25 / CHMA 40 / AA 1 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83.0
S250811F,노항우,약점용,[919기반] BA 단독 + MMA 40% + AA 1% + 2-HEMA 2% + 고형분 30%,0.29,0.3,0.91,0.96,0.0013,8-9,2.28,25.0,0.00367,,511.2,BA 56.25 / MMA 40 / AA 1 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83.0
S250808H,노항우,장기보관성개선,[911기반] MMA 4.5% + POEA 4.5%,0.48,0.46,0.63,0.95,0.09,8-9,,50.0,0.0025,,315.9,BA 89.7 / MMA 4.5 / POEA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.19wt%,4.75시간,83.0
S250808G,노항우,장기보관성개선,[911기반] MMA > POEA,0.48,0.44,0.53,0.92,0.09,8-9,,50.0,0.0025,,316.03,BA 89.7 / POEA 9 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.20wt%,4.75시간,83.0
S250808F,노항우,장기보관성개선,[920기반] MMA > POEA,0.48,0.45,0.57,0.93,0.06,8-9,,50.0,0.0025,,315.78,BA 93.45 / POEA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.18wt%,4.75시간,83.0
S250801H,노항우,약점용,[919기반] BA 단독 + MMA 35% + AA 1% + 2-HEMA 2% + 고형분 30%,0.3,0.28,0.92,0.95,0.0014,8-9,-5.14,25.0,0.00367,,511.09,BA 61.25 / MMA 35 / AA 1 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83.0
S250801G,노항우,약점용,[919기반] BA 단독 + MMA 30% + AA 1% + 2-HEMA 2% + 고형분 30%,0.3,0.29,0.9,0.97,0.0023,8-9,-12.35,25.0,0.00367,,511.15,BA 66.25 / MMA 30 / AA 1 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83.0
S250801F,노항우,약점용,[919기반] BA 단독 + MMA 30% + AA 1% + 고형분 30% : 재현,0.3,0.29,0.92,0.97,0.001,8-9,-14.24,25.0,0.00367,,511.02,BA 68.25 / MMA 30 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250729H,노항우,4223대체용,[913기반] BA : NOAA = 1 : 1,0.46,0.44,0.63,0.96,0.03,8-9,,50.0,0.00414,,330.54,BA 39.35 / NOAA 39.35 / CHMA 20 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt%,4.75시간,83.0
S250821H,노항우,약점용,[919기반] BA 단독 + MMA 35% + MAA 3% + 고형분 30%,0.3,0.3,0.92,1.0,0.0012,8-9,-2.22,25.0,0.00367,,512.9,BA 61.25 / MMA 35 / MAA 3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.36wt%,4.75시간,83.0
S250821G,노항우,약점용,[919기반] BA 단독 + MMA 35% + AA 1% + MAA 2% + 고형분 30%,0.3,0.3,0.91,0.99,0.0015,8-9,-2.65,25.0,0.00367,,512.89,BA 61.25 / MMA 35 / AA 1 / MAA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.36wt%,4.75시간,83.0
S250821F,노항우,약점용,[919기반] BA 단독 + MMA 35% + AA 1% + MAA 1% + 고형분 30%,0.3,0.3,0.91,1.0,0.0011,8-9,-4.89,25.0,0.00367,,511.97,BA 62.25 / MMA 35 / AA 1 / MAA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.30wt%,4.75시간,83.0
S250821E,노항우,약점용,[919기반] BA 단독 + MMA 35% + MAA 2% + 고형분 30%,0.3,0.3,0.91,0.99,0.0017,8-9,-5.31,25.0,0.00367,,511.97,BA 62.25 / MMA 35 / AA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 030wt%,4.75시간,83.0
S250820H,노항우,약점용,[919기반] BA 단독 + MMA 35% + AA 1% + b-CEA 1% + 고형분 30%,0.3,0.29,0.92,0.98,0.00074,8-9,-6.32,25.0,0.00367,,511.43,BA 62.25 / MMA 35 / AA 1 / b-CEA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.27wt%,4.75시간,83.0
S250820G,노항우,약점용,[919기반] BA 단독 + EA 17.5% + IBOMA 17.5% + AA 1% + 고형분 30%,0.3,0.3,0.52,0.99,0.0029,8-9,-35.53,25.0,0.00367,,511.31,BA 63.25 / EA 17.5 / IBOMA 17.5 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.26wt%,4.75시간,83.0
S250820F,노항우,약점용,[919기반] BA 단독 + MMA 17.5% + IBOMA 17.5% + AA 1% + 고형분 30%,0.3,0.3,0.92,0.99,0.0006,8-9,-16.43,25.0,0.00367,,511.21,BA 63.25 / MMA 17.5 / IBOMA 17.5 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83.0
S250820E,노항우,약점용,[919기반] BA 단독 + MMA 17.5% + EA 17.5% + AA 1% + 고형분 30%,0.3,0.3,0.91,0.99,0.004,8-9,-25.45,25.0,0.00367,,511.17,BA 63.25 / MMA 17.5 / EA 17.5 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83.0
S250819E,노항우,논문용,[911기반] SR-1025 2.5% + BA/MMA/BMA/AA=77/12/10/1,0.48,,,,,,,,0.00357,,318.76,BA 77 / MMA 12 / BMA 10 / AA 1,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.10wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250819D,노항우,논문용,[911기반] SR-1025 2.5% + BA/MMA/BMA/AA=82/12/5/1,0.48,,,,,,,,0.00357,,318.76,BA 82 / MMA 12 / BMA 5 / AA 1,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.10wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250819C,노항우,논문용,[911기반] SR-1025 2.5% + BA/AN/AA=87/12/1,0.48,,,,,,,,0.00357,,318.76,BA 87 / AN 12 / AA 1,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.10wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250819B,노항우,논문용,[911기반] SR-1025 2.5% + BA/CHMA/AA=87/12/1,0.48,,,,,,,,0.00357,,318.76,BA 87 / CHMA 12 / AA 1,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.10wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250819A,노항우,논문용,[911기반] SR-1025 2.5% + BA/St/AA=87/12/1,0.48,,,,,,,,0.00357,,318.76,BA 87 / St 12 / AA 1,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.10wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250818H,노항우,약점용,[919기반] BA 단독 + MMA 17.5% + IBOA 17.5% + MAA 1% + 고형분 30%,0.3,0.29,0.92,0.97,0.0013,8-9,-16.12,25.0,0.00367,,511.03,BA 63.25 / MMA 17.5 / IBOA 17.5 / MAA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250818G,노항우,약점용,[919기반] BA 단독 + MMA 35% + MAA 2% + 고형분 30%,0.3,0.29,0.91,0.97,0.0023,8-9,-4.48,25.0,0.00367,,511.0,BA 62.25 / MMA 35 / MAA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250818F,노항우,약점용,[919기반] BA:2-EHA=1:1 + MMA 35% + MAA 1% + 고형분 30%,0.3,0.29,0.93,0.96,0.0012,8-9,-6.32,25.0,0.00367,,510.88,BA 31.63 / 2-EHA 31.63 / MMA 35 / MAA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.23wt%,4.75시간,83.0
S250818E,노항우,논문용,[911기반] SR-1025 2.5% + BA/BMA/AA=87/12/1,0.48,,,,,,,,0.00357,,318.76,BA 87 / BMA 12 / AA 1,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.10wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250818D,노항우,논문용,[911기반] SR-1025 2.5% + BA/MMA/AA=83/12/5,0.48,,,,,,,,0.00357,,318.76,BA 83 / MMA 12 / AA 5,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.10wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250818C,노항우,논문용,[911기반] SR-1025 2.5% + BA/MMA/AA=86/12/2,0.48,,,,,,,,0.00357,,318.76,BA 86 / MMA 12 / AA 2,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.10wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250818B,노항우,논문용,[911기반] SR-1025 2.5% + BA/MMA/AA=87/12/1,0.48,,,,,,,,0.00357,,318.76,BA 87 / MMA 12 / AA 1,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.10wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250818A,노항우,논문용,[911기반] SR-1025 2.5% + BA/MMA/AA=87.5/12/0.5,0.48,,,,,,,,0.00357,,318.76,BA 87.5 / MMA 12 / AA 0.5,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.10wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250813H,노항우,약점용,[919기반] BA:2-EHA=1:1 + MMA 35% + AA 1% + 고형분 30%,0.3,0.29,0.91,0.96,0.0012,8-9,-6.77,25.0,0.00367,,511.13,BA 31.63 / 2-EHA 31.63 / MMA 35 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 025.wt%,4.75시간,83.0
S250813G,노항우,약점용,[919기반] BA:2-EHA=1:1 + MMA 30% + AA 1% + 고형분 30%,0.3,0.29,0.91,0.97,0.0008,8-9,-14.61,25.0,0.00367,,511.2,BA 34.13 / 2-EHA 34.13 / MMA 30 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 025.wt%,4.75시간,83.0
S250813F,노항우,약점용,[919기반] BA 단독 + MMA 35% + MAA 1% + 고형분 30%,0.3,0.29,0.9,0.95,0.0018,8-9,-6.71,25.0,0.00367,,511.07,BA 63.25 / MMA 35 / MAA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 025.wt%,4.75시간,83.0
S250813E,노항우,약점용,[919기반] BA 단독 + MMA 30% + MAA 1% + 고형분 30%,0.3,0.29,0.9,0.95,0.0017,8-9,-13.87,25.0,0.00367,,511.21,BA 68.25 / MMA 30 / MAA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 025.wt%,4.75시간,83.0
S250722H,정주현,WPVC대체용,[913기반] HDDA 0.75%,0.46,0.45,0.62,0.98,0.08,9,,80.0,0.00414,,330.97,BA 77.95 / CHMA 20 / AA 1.3 / HDDA 0.75,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
